,Id,quality
920,920,5
921,921,6
922,922,6
923,923,6
924,924,5
925,925,7
926,926,6
927,927,4
928,928,5
929,929,7
930,930,5
931,931,5
932,932,6
933,933,5
934,934,5
935,935,6
936,936,6
937,937,4
938,938,7
939,939,5
940,940,7
941,941,7
942,942,7
943,943,7
944,944,7
945,945,7
946,946,7
947,947,7
948,948,7
949,949,7
950,950,7
951,951,7
952,952,7
953,953,7
954,954,6
955,955,5
956,956,6
957,957,6
958,958,7
959,959,5
960,960,6
961,961,5
962,962,5
963,963,6
964,964,6
965,965,6
966,966,7
967,967,5
968,968,6
969,969,5
970,970,6
971,971,6
972,972,7
973,973,5
974,974,7
975,975,5
976,976,5
977,977,5
978,978,7
979,979,5
980,980,6
981,981,5
982,982,6
983,983,6
984,984,5
985,985,6
986,986,7
987,987,5
988,988,5
989,989,6
990,990,5
991,991,5
992,992,6
993,993,5
994,994,5
995,995,6
996,996,7
997,997,7
998,998,6
999,999,6
1000,1000,7
1001,1001,7
1002,1002,7
1003,1003,7
1004,1004,5
1005,1005,7
1006,1006,7
1007,1007,7
1008,1008,7
1009,1009,5
1010,1010,7
1011,1011,6
1012,1012,5
1013,1013,6
1014,1014,6
1015,1015,6
1016,1016,7
1017,1017,6
1018,1018,6
1019,1019,5
1020,1020,6
1021,1021,6
1022,1022,5
1023,1023,6
1024,1024,7
1025,1025,6
1026,1026,6
1027,1027,5
1028,1028,6
1029,1029,7
1030,1030,7
1031,1031,7
1032,1032,5
1033,1033,6
1034,1034,6
1035,1035,7
1036,1036,7
1037,1037,5
1038,1038,7
1039,1039,6
1040,1040,5
1041,1041,6
1042,1042,6
1043,1043,7
1044,1044,6
1045,1045,6
1046,1046,6
1047,1047,5
1048,1048,6
1049,1049,6
1050,1050,5
1051,1051,5
1052,1052,5
1053,1053,7
1054,1054,6
1055,1055,6
1056,1056,7
1057,1057,5
1058,1058,7
1059,1059,7
1060,1060,6
1061,1061,8
1062,1062,6
1063,1063,6
1064,1064,6
1065,1065,6
1066,1066,7
1067,1067,7
1068,1068,7
1069,1069,5
1070,1070,7
1071,1071,5
1072,1072,6
1073,1073,6
1074,1074,5
1075,1075,7
1076,1076,6
1077,1077,5
1078,1078,5
1079,1079,7
1080,1080,6
1081,1081,7
1082,1082,6
1083,1083,6
1084,1084,6
1085,1085,5
1086,1086,7
1087,1087,6
1088,1088,7
1089,1089,7
1090,1090,8
1091,1091,6
1092,1092,6
1093,1093,7
1094,1094,6
1095,1095,5
1096,1096,6
1097,1097,5
1098,1098,7
1099,1099,5
1100,1100,6
1101,1101,6
1102,1102,6
1103,1103,6
1104,1104,6
1105,1105,5
1106,1106,6
1107,1107,7
1108,1108,5
1109,1109,6
1110,1110,6
1111,1111,7
1112,1112,6
1113,1113,6
1114,1114,6
1115,1115,6
1116,1116,6
1117,1117,6
1118,1118,6
1119,1119,5
1120,1120,8
1121,1121,6
1122,1122,6
1123,1123,6
1124,1124,4
1125,1125,7
1126,1126,6
1127,1127,6
1128,1128,5
1129,1129,6
1130,1130,6
1131,1131,5
1132,1132,7
1133,1133,7
1134,1134,7
1135,1135,6
1136,1136,6
1137,1137,6
1138,1138,5
1139,1139,6
1140,1140,6
1141,1141,6
1142,1142,6
1143,1143,6
1144,1144,5
1145,1145,6
1146,1146,6
1147,1147,7
1148,1148,6
1149,1149,6
1150,1150,7
1151,1151,6
1152,1152,5
1153,1153,6
1154,1154,6
1155,1155,5
1156,1156,7
1157,1157,7
1158,1158,6
1159,1159,5
1160,1160,7
1161,1161,6
1162,1162,7
1163,1163,5
1164,1164,5
1165,1165,5
1166,1166,5
1167,1167,7
1168,1168,6
1169,1169,6
1170,1170,6
1171,1171,6
1172,1172,6
1173,1173,6
1174,1174,6
1175,1175,6
1176,1176,4
1177,1177,7
1178,1178,5
1179,1179,6
1180,1180,6
1181,1181,5
1182,1182,6
1183,1183,5
1184,1184,5
1185,1185,6
1186,1186,5
1187,1187,6
1188,1188,5
1189,1189,4
1190,1190,6
1191,1191,5
1192,1192,7
1193,1193,5
1194,1194,6
1195,1195,6
1196,1196,6
1197,1197,6
1198,1198,6
1199,1199,6
1200,1200,6
1201,1201,7
1202,1202,8
1203,1203,5
1204,1204,7
1205,1205,7
1206,1206,7
1207,1207,5
1208,1208,7
1209,1209,7
1210,1210,6
1211,1211,5
1212,1212,6
1213,1213,6
1214,1214,6
1215,1215,6
1216,1216,6
1217,1217,6
1218,1218,6
1219,1219,6
1220,1220,6
1221,1221,6
1222,1222,6
1223,1223,6
1224,1224,6
1225,1225,5
1226,1226,5
1227,1227,5
1228,1228,7
1229,1229,5
1230,1230,6
1231,1231,5
1232,1232,5
1233,1233,4
1234,1234,6
1235,1235,4
1236,1236,6
1237,1237,6
1238,1238,4
1239,1239,4
1240,1240,5
1241,1241,5
1242,1242,6
1243,1243,5
1244,1244,6
1245,1245,5
1246,1246,5
1247,1247,5
1248,1248,6
1249,1249,6
1250,1250,6
1251,1251,5
1252,1252,5
1253,1253,5
1254,1254,5
1255,1255,5
1256,1256,5
1257,1257,6
1258,1258,6
1259,1259,6
1260,1260,5
1261,1261,4
1262,1262,5
1263,1263,4
1264,1264,6
1265,1265,6
1266,1266,6
1267,1267,6
1268,1268,6
1269,1269,8
1270,1270,6
1271,1271,6
1272,1272,5
1273,1273,5
1274,1274,6
1275,1275,6
1276,1276,4
1277,1277,6
1278,1278,6
1279,1279,7
1280,1280,6
1281,1281,6
1282,1282,6
1283,1283,6
1284,1284,5
1285,1285,5
1286,1286,6
1287,1287,5
1288,1288,5
1289,1289,5
1290,1290,5
1291,1291,6
1292,1292,6
1293,1293,4
1294,1294,6
1295,1295,5
1296,1296,5
1297,1297,6
1298,1298,6
1299,1299,3
1300,1300,6
1301,1301,6
1302,1302,6
1303,1303,5
1304,1304,5
1305,1305,5
1306,1306,5
1307,1307,4
1308,1308,5
1309,1309,5
1310,1310,5
1311,1311,6
1312,1312,5
1313,1313,6
1314,1314,6
1315,1315,6
1316,1316,6
1317,1317,6
1318,1318,6
1319,1319,6
1320,1320,5
1321,1321,6
1322,1322,5
1323,1323,7
1324,1324,6
1325,1325,6
1326,1326,6
1327,1327,6
1328,1328,5
1329,1329,6
1330,1330,6
1331,1331,5
1332,1332,6
1333,1333,5
1334,1334,5
1335,1335,6
1336,1336,5
1337,1337,5
1338,1338,5
1339,1339,6
1340,1340,6
1341,1341,6
1342,1342,6
1343,1343,6
1344,1344,5
1345,1345,6
1346,1346,5
1347,1347,5
1348,1348,5
1349,1349,5
1350,1350,5
1351,1351,6
1352,1352,5
1353,1353,5
1354,1354,5
1355,1355,5
1356,1356,5
1357,1357,6
1358,1358,5
1359,1359,6
1360,1360,5
1361,1361,5
1362,1362,6
1363,1363,4
1364,1364,6
1365,1365,5
1366,1366,5
1367,1367,6
1368,1368,6
1369,1369,4
1370,1370,5
1371,1371,6
1372,1372,5
1373,1373,5
1374,1374,3
1375,1375,5
1376,1376,5
1377,1377,6
1378,1378,6
1379,1379,6
1380,1380,6
1381,1381,5
1382,1382,5
1383,1383,5
1384,1384,5
1385,1385,5
1386,1386,5
1387,1387,5
1388,1388,5
1389,1389,5
1390,1390,6
1391,1391,5
1392,1392,5
1393,1393,5
1394,1394,5
1395,1395,6
1396,1396,5
1397,1397,5
1398,1398,7
1399,1399,6
1400,1400,5
1401,1401,5
1402,1402,6
1403,1403,8
1404,1404,6
1405,1405,7
1406,1406,6
1407,1407,6
1408,1408,7
1409,1409,6
1410,1410,6
1411,1411,6
1412,1412,6
1413,1413,5
1414,1414,5
1415,1415,5
1416,1416,5
1417,1417,7
1418,1418,5
1419,1419,5
1420,1420,5
1421,1421,5
1422,1422,6
1423,1423,4
1424,1424,6
1425,1425,6
1426,1426,6
1427,1427,5
1428,1428,5
1429,1429,5
1430,1430,5
1431,1431,6
1432,1432,6
1433,1433,7
1434,1434,6
1435,1435,6
1436,1436,5
1437,1437,5
1438,1438,5
1439,1439,6
1440,1440,7
1441,1441,6
1442,1442,5
1443,1443,5
1444,1444,6
1445,1445,6
1446,1446,5
1447,1447,5
1448,1448,5
1449,1449,8
1450,1450,7
1451,1451,7
1452,1452,7
1453,1453,5
1454,1454,6
1455,1455,6
1456,1456,6
1457,1457,5
1458,1458,5
1459,1459,7
1460,1460,6
1461,1461,4
1462,1462,6
1463,1463,6
1464,1464,5
1465,1465,5
1466,1466,7
1467,1467,4
1468,1468,7
1469,1469,3
1470,1470,5
1471,1471,5
1472,1472,6
1473,1473,5
1474,1474,5
1475,1475,7
1476,1476,5
1477,1477,7
1478,1478,3
1479,1479,5
1480,1480,4
1481,1481,5
1482,1482,4
1483,1483,5
1484,1484,4
1485,1485,5
1486,1486,5
1487,1487,5
1488,1488,5
1489,1489,6
1490,1490,6
1491,1491,5
1492,1492,5
1493,1493,5
1494,1494,7
1495,1495,6
1496,1496,5
1497,1497,6
1498,1498,6
1499,1499,6
1500,1500,5
1501,1501,5
1502,1502,5
1503,1503,6
1504,1504,6
1505,1505,3
1506,1506,6
1507,1507,6
1508,1508,6
1509,1509,5
1510,1510,6
1511,1511,5
1512,1512,6
1513,1513,6
1514,1514,6
1515,1515,6
1516,1516,5
1517,1517,6
1518,1518,5
1519,1519,5
1520,1520,6
1521,1521,4
1522,1522,5
1523,1523,5
1524,1524,6
1525,1525,5
1526,1526,6
1527,1527,6
1528,1528,6
1529,1529,6
1530,1530,6
1531,1531,5
1532,1532,6
1533,1533,5
1534,1534,7
1535,1535,6
1536,1536,6
1537,1537,6
1538,1538,5
1539,1539,5
1540,1540,6
1541,1541,7
1542,1542,6
1543,1543,6
1544,1544,7
1545,1545,6
1546,1546,5
1547,1547,5
1548,1548,5
1549,1549,8
1550,1550,5
1551,1551,5
1552,1552,6
1553,1553,5
1554,1554,6
1555,1555,7
1556,1556,5
1557,1557,6
1558,1558,5
1559,1559,5
1560,1560,5
1561,1561,5
1562,1562,5
1563,1563,5
1564,1564,5
1565,1565,6
1566,1566,6
1567,1567,5
1568,1568,5
1569,1569,6
1570,1570,6
1571,1571,6
1572,1572,5
1573,1573,6
1574,1574,6
1575,1575,6
1576,1576,6
1577,1577,6
1578,1578,6
1579,1579,5
1580,1580,6
1581,1581,5
1582,1582,5
1583,1583,5
1584,1584,7
1585,1585,6
1586,1586,6
1587,1587,6
1588,1588,6
1589,1589,5
1590,1590,6
1591,1591,6
1592,1592,6
1593,1593,6
1594,1594,5
1595,1595,6
1596,1596,6
1597,1597,5
1598,1598,6
